age,metier,etat_civil,niveau_education,defaut_credit,solde_annuel_moyen,pret_immobilier,pret_personel,type_contact,jour,mois,duree_appel,nb_appels_campagne,jours_depuis_dernier,appels_precedents,resultat_prec,cible
41,ouvrier,marié,secondaire,non,-194,non,oui,mobile,10,juillet,307,1,-1,0,inconnu,no
39,ouvrier,marié,secondaire,non,1309,non,oui,téléphone,10,juillet,37,1,-1,0,inconnu,no
42,ouvrier,marié,secondaire,non,-274,oui,non,mobile,10,juillet,75,1,-1,0,inconnu,no
41,technicien,marié,inconnu,non,30,oui,non,mobile,10,juillet,151,1,-1,0,inconnu,no
32,administratif,marié,supérieur,non,1,oui,oui,mobile,10,juillet,143,1,-1,0,inconnu,no
49,entrepreneur,marié,secondaire,non,-1965,non,oui,téléphone,10,juillet,317,2,-1,0,inconnu,no
52,administratif,marié,secondaire,non,3422,non,non,mobile,10,juillet,168,1,-1,0,inconnu,no
51,service,marié,secondaire,non,121,oui,non,mobile,10,juillet,122,1,-1,0,inconnu,no
44,cadre,marié,supérieur,non,119,oui,non,mobile,10,juillet,67,1,-1,0,inconnu,no
39,service,marié,secondaire,non,0,oui,non,téléphone,10,juillet,29,1,-1,0,inconnu,no
40,ouvrier,marié,primaire,non,137,non,oui,mobile,10,juillet,214,1,-1,0,inconnu,no
40,cadre,marié,inconnu,non,419,oui,non,mobile,10,juillet,347,1,-1,0,inconnu,no
54,cadre,divorcé,supérieur,non,0,non,oui,mobile,10,juillet,88,1,-1,0,inconnu,no
42,administratif,marié,secondaire,non,-728,oui,non,mobile,10,juillet,305,1,-1,0,inconnu,no
46,administratif,marié,secondaire,non,2583,oui,non,mobile,10,juillet,111,1,-1,0,inconnu,no
48,ouvrier,célibataire,secondaire,non,-367,oui,non,mobile,10,juillet,281,1,-1,0,inconnu,no
37,entrepreneur,marié,secondaire,non,2055,oui,oui,mobile,10,juillet,241,4,-1,0,inconnu,no
57,cadre,marié,supérieur,non,1410,oui,non,mobile,10,juillet,185,1,-1,0,inconnu,no
35,ouvrier,marié,secondaire,non,1330,non,non,mobile,10,juillet,901,1,-1,0,inconnu,yes
29,cadre,marié,supérieur,non,55,oui,non,mobile,10,juillet,235,1,-1,0,inconnu,no
47,cadre,divorcé,inconnu,non,184,oui,non,mobile,10,juillet,144,1,-1,0,inconnu,no
30,technicien,célibataire,secondaire,non,10152,oui,non,mobile,10,juillet,266,1,-1,0,inconnu,no
60,retraité,marié,primaire,non,71,non,non,mobile,10,juillet,121,3,-1,0,inconnu,no
27,service,célibataire,secondaire,non,-266,non,oui,mobile,10,juillet,162,6,-1,0,inconnu,no
55,cadre,marié,primaire,non,199,oui,oui,mobile,10,juillet,192,1,-1,0,inconnu,no
52,entrepreneur,marié,primaire,non,-104,non,oui,mobile,10,juillet,124,1,-1,0,inconnu,no
42,indépendant,marié,secondaire,non,97,non,non,mobile,10,juillet,108,2,-1,0,inconnu,no
28,technicien,divorcé,secondaire,non,477,oui,oui,mobile,10,juillet,93,1,-1,0,inconnu,no
26,ouvrier,célibataire,secondaire,non,-29,oui,non,mobile,10,juillet,998,4,-1,0,inconnu,yes
35,ouvrier,marié,inconnu,non,1084,oui,non,mobile,10,juillet,1019,1,-1,0,inconnu,no
44,ouvrier,marié,primaire,non,-237,oui,non,téléphone,10,juillet,73,1,-1,0,inconnu,no
38,service,marié,supérieur,non,-49,oui,non,mobile,10,juillet,211,1,-1,0,inconnu,no
39,service,célibataire,primaire,non,4453,oui,non,mobile,10,juillet,156,1,-1,0,inconnu,no
33,service,célibataire,secondaire,non,-56,non,oui,mobile,10,juillet,119,5,-1,0,inconnu,no
28,ouvrier,célibataire,secondaire,non,475,non,non,téléphone,10,juillet,30,2,-1,0,inconnu,no
35,administratif,marié,secondaire,non,725,oui,non,mobile,10,juillet,402,1,-1,0,inconnu,no
31,ouvrier,marié,secondaire,non,2,oui,non,mobile,10,juillet,371,1,-1,0,inconnu,no
56,retraité,marié,secondaire,non,289,non,non,mobile,10,juillet,226,1,-1,0,inconnu,no
48,entrepreneur,marié,secondaire,non,725,non,oui,mobile,10,juillet,105,1,-1,0,inconnu,no
53,technicien,marié,secondaire,non,768,oui,non,mobile,10,juillet,218,1,-1,0,inconnu,no
54,administratif,divorcé,secondaire,non,-437,oui,oui,mobile,10,juillet,158,1,-1,0,inconnu,no
49,ouvrier,marié,secondaire,non,360,non,non,mobile,10,juillet,168,1,-1,0,inconnu,no
50,ouvrier,divorcé,primaire,non,-677,non,non,mobile,10,juillet,387,1,-1,0,inconnu,no
32,technicien,marié,supérieur,non,113,non,oui,mobile,10,juillet,68,1,-1,0,inconnu,no
40,administratif,marié,secondaire,non,540,oui,non,mobile,10,juillet,217,1,-1,0,inconnu,no
44,cadre,divorcé,supérieur,non,-710,oui,non,mobile,10,juillet,183,1,-1,0,inconnu,no
34,cadre,marié,supérieur,non,0,oui,oui,mobile,10,juillet,129,1,-1,0,inconnu,no
38,entrepreneur,marié,secondaire,oui,15,oui,non,mobile,10,juillet,121,1,-1,0,inconnu,no
46,technicien,marié,secondaire,non,218,non,non,mobile,10,juillet,41,1,-1,0,inconnu,no
30,administratif,marié,secondaire,non,-68,oui,non,mobile,10,juillet,327,1,-1,0,inconnu,no
60,ouvrier,marié,secondaire,non,721,non,non,mobile,10,juillet,160,1,-1,0,inconnu,no
47,administratif,marié,secondaire,non,2,non,non,mobile,10,juillet,89,1,-1,0,inconnu,no
47,cadre,marié,secondaire,non,894,oui,non,mobile,10,juillet,105,1,-1,0,inconnu,no
40,domestique,divorcé,primaire,non,-21,oui,non,mobile,10,juillet,192,1,-1,0,inconnu,no
42,ouvrier,divorcé,secondaire,non,1261,oui,oui,mobile,10,juillet,272,1,-1,0,inconnu,no
39,domestique,marié,primaire,non,1146,oui,non,téléphone,10,juillet,364,1,-1,0,inconnu,no
30,ouvrier,marié,secondaire,non,167,oui,non,mobile,10,juillet,255,1,-1,0,inconnu,yes
29,service,marié,secondaire,non,13,non,non,mobile,10,juillet,90,1,-1,0,inconnu,no
38,ouvrier,marié,secondaire,non,137,non,non,mobile,10,juillet,624,1,-1,0,inconnu,no
30,ouvrier,marié,primaire,non,-336,non,non,mobile,10,juillet,128,6,-1,0,inconnu,no
31,domestique,marié,secondaire,non,12,oui,non,mobile,10,juillet,81,3,-1,0,inconnu,no
56,cadre,divorcé,supérieur,non,3885,oui,non,mobile,10,juillet,51,1,-1,0,inconnu,no
32,service,marié,secondaire,non,0,oui,non,téléphone,10,juillet,75,1,-1,0,inconnu,no
33,administratif,marié,supérieur,non,55,oui,non,mobile,10,juillet,384,1,-1,0,inconnu,no
54,administratif,marié,supérieur,non,59,oui,non,mobile,10,juillet,268,1,-1,0,inconnu,no
31,cadre,marié,supérieur,non,181,oui,non,mobile,10,juillet,497,1,-1,0,inconnu,no
28,ouvrier,célibataire,secondaire,oui,0,non,oui,mobile,10,juillet,165,1,-1,0,inconnu,no
57,retraité,marié,supérieur,non,-5,non,non,mobile,10,juillet,42,1,-1,0,inconnu,no
33,administratif,marié,secondaire,non,0,oui,non,mobile,10,juillet,181,1,-1,0,inconnu,no
38,technicien,marié,secondaire,non,-475,oui,non,mobile,10,juillet,234,1,-1,0,inconnu,no
59,cadre,marié,secondaire,non,32,non,non,téléphone,10,juillet,121,1,-1,0,inconnu,no
60,technicien,marié,secondaire,non,594,non,non,mobile,10,juillet,190,1,-1,0,inconnu,no
59,retraité,divorcé,primaire,non,20,non,non,mobile,10,juillet,298,1,-1,0,inconnu,no
57,service,divorcé,secondaire,non,334,oui,non,mobile,10,juillet,356,1,-1,0,inconnu,no
41,cadre,marié,supérieur,non,472,oui,non,mobile,10,juillet,783,1,-1,0,inconnu,no
40,indépendant,marié,primaire,non,624,non,non,mobile,10,juillet,228,1,-1,0,inconnu,no
43,cadre,marié,supérieur,non,4923,oui,non,mobile,10,juillet,1102,1,-1,0,inconnu,no
39,technicien,célibataire,secondaire,non,709,oui,non,mobile,10,juillet,441,1,-1,0,inconnu,no
38,administratif,célibataire,secondaire,non,2246,oui,non,mobile,10,juillet,370,1,-1,0,inconnu,no
33,ouvrier,marié,secondaire,non,17,non,non,mobile,10,juillet,489,1,-1,0,inconnu,no
50,cadre,marié,supérieur,non,1612,oui,non,mobile,10,juillet,103,1,-1,0,inconnu,no
41,technicien,marié,secondaire,non,-215,non,oui,mobile,10,juillet,277,1,-1,0,inconnu,no
46,ouvrier,marié,secondaire,non,190,non,oui,mobile,10,juillet,154,1,-1,0,inconnu,no
35,service,célibataire,secondaire,non,25,oui,non,mobile,10,juillet,144,1,-1,0,inconnu,no
33,cadre,marié,supérieur,non,4054,oui,non,mobile,10,juillet,633,1,-1,0,inconnu,no
37,ouvrier,marié,secondaire,non,2023,oui,non,mobile,10,juillet,214,1,-1,0,inconnu,no
31,service,marié,primaire,non,46,non,non,mobile,10,juillet,37,1,-1,0,inconnu,no
36,administratif,célibataire,secondaire,non,9002,oui,oui,mobile,10,juillet,793,1,-1,0,inconnu,no
30,administratif,célibataire,secondaire,non,211,non,non,mobile,10,juillet,473,1,-1,0,inconnu,no
37,cadre,célibataire,secondaire,non,1981,non,non,mobile,10,juillet,140,2,-1,0,inconnu,no
32,ouvrier,célibataire,secondaire,non,1143,oui,oui,mobile,10,juillet,412,1,-1,0,inconnu,no
36,ouvrier,célibataire,secondaire,non,1127,oui,non,mobile,10,juillet,455,1,-1,0,inconnu,no
36,entrepreneur,marié,primaire,non,3352,non,non,mobile,10,juillet,503,1,-1,0,inconnu,no
41,ouvrier,marié,primaire,oui,76,non,oui,mobile,10,juillet,439,1,-1,0,inconnu,no
30,cadre,marié,supérieur,non,0,non,non,mobile,10,juillet,152,1,-1,0,inconnu,no
30,service,marié,secondaire,non,-298,non,oui,mobile,10,juillet,174,1,-1,0,inconnu,no
45,entrepreneur,marié,inconnu,non,3133,oui,oui,mobile,10,juillet,804,1,-1,0,inconnu,yes
30,technicien,célibataire,supérieur,non,91,oui,oui,mobile,10,juillet,179,1,-1,0,inconnu,no
34,administratif,marié,secondaire,non,-33,oui,oui,mobile,10,juillet,961,1,-1,0,inconnu,yes
42,ouvrier,divorcé,secondaire,non,898,oui,non,mobile,10,juillet,347,1,-1,0,inconnu,no
43,indépendant,marié,secondaire,oui,-1415,non,non,mobile,10,juillet,58,1,-1,0,inconnu,no
26,service,marié,secondaire,non,2063,oui,oui,mobile,10,juillet,221,1,-1,0,inconnu,no
45,administratif,célibataire,secondaire,non,205,non,oui,mobile,10,juillet,329,1,-1,0,inconnu,no
35,ouvrier,divorcé,primaire,oui,0,oui,non,mobile,10,juillet,187,1,-1,0,inconnu,no
47,ouvrier,marié,secondaire,non,182,oui,non,téléphone,10,juillet,39,1,-1,0,inconnu,yes
59,administratif,marié,secondaire,non,0,oui,non,mobile,10,juillet,982,1,-1,0,inconnu,yes
51,ouvrier,marié,primaire,non,0,oui,non,mobile,10,juillet,324,1,-1,0,inconnu,no
29,technicien,célibataire,secondaire,oui,-33,non,oui,mobile,10,juillet,171,1,-1,0,inconnu,no
39,ouvrier,marié,primaire,non,521,non,oui,mobile,10,juillet,149,1,-1,0,inconnu,no
35,administratif,marié,secondaire,non,-428,oui,oui,mobile,10,juillet,147,1,-1,0,inconnu,no
29,ouvrier,marié,secondaire,non,0,non,non,mobile,10,juillet,45,1,-1,0,inconnu,no
52,service,marié,secondaire,non,2072,non,non,mobile,10,juillet,224,1,-1,0,inconnu,no
29,service,célibataire,secondaire,non,-293,non,oui,mobile,10,juillet,150,1,-1,0,inconnu,no
43,cadre,marié,supérieur,non,177,oui,non,mobile,10,juillet,117,1,-1,0,inconnu,no
34,indépendant,marié,supérieur,non,0,oui,non,mobile,10,juillet,95,1,-1,0,inconnu,no
38,ouvrier,célibataire,primaire,non,1351,non,non,mobile,10,juillet,96,1,-1,0,inconnu,no
58,retraité,divorcé,secondaire,non,439,non,oui,mobile,10,juillet,48,2,-1,0,inconnu,no
46,cadre,marié,supérieur,non,445,oui,non,mobile,10,juillet,292,1,-1,0,inconnu,no
50,ouvrier,divorcé,primaire,non,-10,non,oui,mobile,10,juillet,369,6,-1,0,inconnu,no
60,retraité,divorcé,supérieur,non,473,non,non,mobile,10,juillet,100,1,-1,0,inconnu,no
33,technicien,marié,supérieur,non,1746,oui,non,mobile,10,juillet,184,1,-1,0,inconnu,no
48,ouvrier,divorcé,secondaire,non,4597,oui,non,mobile,10,juillet,285,1,-1,0,inconnu,no
28,service,marié,secondaire,non,72,non,oui,mobile,10,juillet,418,4,-1,0,inconnu,no
57,retraité,marié,supérieur,non,29,non,non,téléphone,10,juillet,532,2,-1,0,inconnu,no
56,retraité,divorcé,secondaire,non,-890,oui,non,mobile,10,juillet,467,1,-1,0,inconnu,no
34,administratif,marié,secondaire,non,0,oui,non,téléphone,10,juillet,38,1,-1,0,inconnu,no
35,cadre,célibataire,supérieur,non,292,non,oui,mobile,10,juillet,220,1,-1,0,inconnu,no
47,technicien,marié,secondaire,non,2246,oui,non,mobile,10,juillet,330,1,-1,0,inconnu,no
41,ouvrier,marié,secondaire,non,5517,oui,non,mobile,10,juillet,584,1,-1,0,inconnu,yes
51,ouvrier,divorcé,primaire,non,1236,oui,non,mobile,10,juillet,613,1,-1,0,inconnu,no
27,ouvrier,célibataire,secondaire,non,48,non,non,mobile,10,juillet,152,6,-1,0,inconnu,no
56,administratif,divorcé,primaire,non,0,non,oui,mobile,10,juillet,542,1,-1,0,inconnu,no
42,inconnu,marié,secondaire,non,703,oui,non,mobile,10,juillet,210,1,-1,0,inconnu,no
32,ouvrier,divorcé,secondaire,non,107,oui,oui,mobile,10,juillet,120,1,-1,0,inconnu,no
41,ouvrier,marié,secondaire,non,393,oui,oui,mobile,10,juillet,122,1,-1,0,inconnu,no
34,ouvrier,marié,secondaire,non,290,oui,non,mobile,10,juillet,132,1,-1,0,inconnu,no
48,cadre,marié,supérieur,non,0,oui,non,mobile,10,juillet,108,1,-1,0,inconnu,no
36,cadre,marié,supérieur,non,789,oui,oui,mobile,10,juillet,80,1,-1,0,inconnu,no
56,cadre,marié,supérieur,non,1674,oui,oui,mobile,10,juillet,143,1,-1,0,inconnu,no
32,administratif,divorcé,secondaire,non,0,non,non,mobile,10,juillet,212,1,-1,0,inconnu,no
43,ouvrier,marié,primaire,non,1968,oui,non,mobile,10,juillet,279,1,-1,0,inconnu,no
35,administratif,divorcé,secondaire,non,454,oui,non,mobile,10,juillet,154,1,-1,0,inconnu,no
56,service,marié,primaire,non,966,non,oui,mobile,10,juillet,68,1,-1,0,inconnu,no
32,service,célibataire,secondaire,non,-23,non,non,mobile,10,juillet,182,1,-1,0,inconnu,no
55,administratif,célibataire,secondaire,non,645,non,non,téléphone,10,juillet,123,1,-1,0,inconnu,no
34,technicien,célibataire,secondaire,non,0,non,non,téléphone,10,juillet,185,1,-1,0,inconnu,no
38,cadre,divorcé,supérieur,non,219,oui,non,mobile,10,juillet,478,1,-1,0,inconnu,no
55,retraité,marié,primaire,non,386,non,oui,mobile,10,juillet,136,1,-1,0,inconnu,no
37,ouvrier,marié,secondaire,non,563,oui,non,téléphone,10,juillet,27,1,-1,0,inconnu,no
56,service,divorcé,secondaire,non,140,non,non,mobile,10,juillet,173,1,-1,0,inconnu,no
37,administratif,célibataire,secondaire,non,-261,non,oui,mobile,10,juillet,259,1,-1,0,inconnu,no
51,administratif,divorcé,secondaire,non,520,non,oui,mobile,10,juillet,157,1,-1,0,inconnu,no
40,ouvrier,marié,secondaire,non,2158,non,non,mobile,10,juillet,277,1,-1,0,inconnu,no
33,cadre,marié,supérieur,non,91,non,non,mobile,10,juillet,526,1,-1,0,inconnu,no
37,entrepreneur,marié,supérieur,non,227,oui,non,mobile,10,juillet,283,1,-1,0,inconnu,no
33,ouvrier,célibataire,secondaire,non,-84,non,non,mobile,10,juillet,506,3,-1,0,inconnu,no
42,entrepreneur,divorcé,supérieur,non,367,oui,non,mobile,10,juillet,563,1,-1,0,inconnu,no
54,administratif,divorcé,secondaire,non,791,non,oui,mobile,10,juillet,66,1,-1,0,inconnu,no
49,ouvrier,marié,secondaire,non,1127,oui,oui,mobile,10,juillet,579,1,-1,0,inconnu,no
35,ouvrier,marié,primaire,non,0,oui,non,mobile,10,juillet,421,1,-1,0,inconnu,no
35,administratif,célibataire,secondaire,non,203,oui,non,mobile,10,juillet,301,1,-1,0,inconnu,no
41,entrepreneur,divorcé,secondaire,non,-29,oui,non,mobile,10,juillet,188,1,-1,0,inconnu,no
37,cadre,marié,supérieur,non,15437,oui,non,mobile,10,juillet,123,1,-1,0,inconnu,no
56,administratif,marié,secondaire,non,510,oui,non,mobile,10,juillet,288,1,-1,0,inconnu,no
36,ouvrier,marié,secondaire,non,580,non,non,mobile,10,juillet,633,1,-1,0,inconnu,no
36,cadre,célibataire,supérieur,non,1013,oui,non,mobile,10,juillet,111,1,-1,0,inconnu,no
34,administratif,divorcé,secondaire,non,0,non,non,mobile,10,juillet,268,1,-1,0,inconnu,no
40,ouvrier,célibataire,secondaire,non,3571,oui,non,mobile,10,juillet,262,1,-1,0,inconnu,no
34,ouvrier,célibataire,secondaire,non,0,oui,non,mobile,10,juillet,307,1,-1,0,inconnu,no
34,indépendant,marié,supérieur,non,870,non,non,mobile,10,juillet,58,1,-1,0,inconnu,no
38,administratif,marié,secondaire,non,260,oui,non,mobile,10,juillet,446,1,-1,0,inconnu,no
39,technicien,célibataire,secondaire,non,3,oui,oui,mobile,10,juillet,102,9,-1,0,inconnu,no
37,domestique,marié,primaire,non,166,oui,non,mobile,10,juillet,151,1,-1,0,inconnu,no
25,administratif,célibataire,secondaire,non,19,non,non,mobile,10,juillet,133,1,-1,0,inconnu,no
39,service,marié,secondaire,non,54,oui,non,mobile,10,juillet,466,1,-1,0,inconnu,no
36,service,divorcé,secondaire,non,82,oui,non,mobile,10,juillet,226,1,-1,0,inconnu,no
34,cadre,marié,supérieur,non,580,oui,non,mobile,10,juillet,380,1,-1,0,inconnu,no
39,cadre,marié,supérieur,non,-4,non,non,mobile,10,juillet,358,1,-1,0,inconnu,no
33,ouvrier,marié,secondaire,non,1786,non,non,mobile,10,juillet,209,1,-1,0,inconnu,no
31,technicien,marié,secondaire,non,0,oui,oui,mobile,10,juillet,114,1,-1,0,inconnu,no
60,retraité,divorcé,supérieur,non,2131,non,non,mobile,10,juillet,421,6,-1,0,inconnu,no
46,ouvrier,marié,primaire,non,-388,oui,oui,mobile,10,juillet,207,1,-1,0,inconnu,no
49,domestique,marié,primaire,non,78,non,non,téléphone,10,juillet,139,1,-1,0,inconnu,no
31,ouvrier,marié,primaire,non,2,oui,oui,mobile,10,juillet,112,1,-1,0,inconnu,no
56,retraité,divorcé,secondaire,non,275,oui,oui,mobile,10,juillet,323,1,-1,0,inconnu,no
58,indépendant,marié,secondaire,non,9994,non,non,mobile,10,juillet,400,1,-1,0,inconnu,no
32,technicien,marié,secondaire,non,0,oui,oui,mobile,10,juillet,428,1,-1,0,inconnu,no
30,service,célibataire,secondaire,non,85,oui,non,mobile,10,juillet,81,7,-1,0,inconnu,no
29,indépendant,célibataire,secondaire,non,1186,non,non,mobile,10,juillet,313,1,-1,0,inconnu,no
28,administratif,célibataire,secondaire,non,-170,non,oui,mobile,10,juillet,720,2,-1,0,inconnu,yes
50,administratif,marié,secondaire,non,-130,oui,non,mobile,10,juillet,328,1,-1,0,inconnu,no
60,cadre,marié,supérieur,non,340,non,oui,mobile,10,juillet,361,2,-1,0,inconnu,no
25,sans emploi,marié,supérieur,non,118,non,oui,téléphone,10,juillet,45,1,-1,0,inconnu,no
46,sans emploi,marié,supérieur,non,0,oui,non,mobile,10,juillet,85,1,-1,0,inconnu,no
57,domestique,marié,secondaire,non,158,oui,non,téléphone,10,juillet,73,1,-1,0,inconnu,no
26,technicien,célibataire,supérieur,non,170,oui,non,mobile,10,juillet,486,1,-1,0,inconnu,no
57,administratif,marié,secondaire,non,2,non,non,téléphone,10,juillet,144,2,-1,0,inconnu,no
56,retraité,marié,supérieur,non,89,non,non,téléphone,10,juillet,83,1,-1,0,inconnu,no
56,cadre,marié,supérieur,non,586,non,non,téléphone,10,juillet,123,1,-1,0,inconnu,no
53,retraité,marié,primaire,non,61,non,oui,mobile,10,juillet,190,1,-1,0,inconnu,no
58,retraité,marié,secondaire,non,1067,non,non,téléphone,10,juillet,445,1,-1,0,inconnu,no
44,technicien,marié,secondaire,non,2316,oui,non,mobile,10,juillet,81,3,-1,0,inconnu,no
58,retraité,divorcé,primaire,non,11,non,oui,mobile,10,juillet,161,5,-1,0,inconnu,no
27,ouvrier,célibataire,secondaire,non,87,non,non,téléphone,10,juillet,245,1,-1,0,inconnu,no
29,technicien,célibataire,secondaire,non,1714,non,oui,téléphone,10,juillet,45,1,-1,0,inconnu,no
35,service,divorcé,secondaire,non,-504,non,non,mobile,10,juillet,228,1,-1,0,inconnu,no
59,ouvrier,divorcé,inconnu,non,454,oui,non,mobile,10,juillet,293,1,-1,0,inconnu,no
29,ouvrier,marié,secondaire,non,8,oui,oui,mobile,10,juillet,627,1,-1,0,inconnu,yes
34,administratif,marié,secondaire,non,2378,oui,oui,téléphone,10,juillet,92,1,-1,0,inconnu,no
30,entrepreneur,marié,secondaire,non,1160,non,oui,mobile,10,juillet,244,1,-1,0,inconnu,no
25,ouvrier,célibataire,secondaire,non,1243,non,oui,mobile,10,juillet,1341,7,-1,0,inconnu,yes
30,ouvrier,célibataire,secondaire,non,1598,oui,non,mobile,10,juillet,634,1,-1,0,inconnu,yes
54,cadre,marié,supérieur,non,0,oui,non,mobile,10,juillet,144,1,-1,0,inconnu,no
36,administratif,marié,secondaire,non,786,oui,oui,mobile,10,juillet,148,1,-1,0,inconnu,no
53,ouvrier,marié,secondaire,non,684,oui,oui,mobile,10,juillet,197,1,-1,0,inconnu,no
26,administratif,célibataire,secondaire,non,81,non,oui,mobile,10,juillet,604,1,-1,0,inconnu,no
31,domestique,marié,secondaire,non,0,oui,non,mobile,10,juillet,270,1,-1,0,inconnu,no
33,cadre,marié,supérieur,non,1163,oui,non,mobile,10,juillet,210,1,-1,0,inconnu,no
32,ouvrier,marié,secondaire,non,0,non,non,mobile,10,juillet,269,1,-1,0,inconnu,no
45,administratif,marié,secondaire,non,1387,oui,non,mobile,10,juillet,446,1,-1,0,inconnu,no
32,service,divorcé,secondaire,non,264,non,non,mobile,10,juillet,71,1,-1,0,inconnu,no
41,ouvrier,marié,primaire,non,54,oui,non,mobile,10,juillet,121,1,-1,0,inconnu,no
37,ouvrier,divorcé,secondaire,oui,-54,oui,non,mobile,10,juillet,573,6,-1,0,inconnu,no
30,service,marié,secondaire,non,5,non,oui,mobile,10,juillet,829,5,-1,0,inconnu,yes
47,service,marié,secondaire,non,367,oui,non,mobile,10,juillet,476,4,-1,0,inconnu,yes
35,ouvrier,marié,secondaire,non,609,oui,non,téléphone,10,juillet,136,1,-1,0,inconnu,no
47,administratif,marié,secondaire,non,3386,non,oui,mobile,10,juillet,360,17,-1,0,inconnu,no
59,technicien,marié,secondaire,non,925,oui,non,téléphone,10,juillet,96,1,-1,0,inconnu,no
58,cadre,divorcé,supérieur,non,0,non,non,téléphone,10,juillet,227,7,-1,0,inconnu,no
57,administratif,divorcé,secondaire,non,658,non,non,mobile,10,juillet,724,1,-1,0,inconnu,yes
38,cadre,marié,supérieur,non,1722,oui,non,mobile,10,juillet,500,1,-1,0,inconnu,yes
34,cadre,marié,secondaire,non,5127,non,oui,mobile,10,juillet,559,2,-1,0,inconnu,no
28,ouvrier,célibataire,secondaire,non,339,oui,non,mobile,10,juillet,353,1,-1,0,inconnu,no
54,technicien,marié,secondaire,non,-315,non,oui,mobile,10,juillet,2029,1,-1,0,inconnu,yes
28,technicien,marié,supérieur,non,1198,non,oui,mobile,10,juillet,57,3,-1,0,inconnu,no
37,ouvrier,marié,secondaire,non,0,non,oui,mobile,10,juillet,351,2,-1,0,inconnu,no
34,cadre,célibataire,supérieur,non,1171,oui,non,mobile,10,juillet,129,1,-1,0,inconnu,no
59,cadre,marié,secondaire,non,0,non,oui,mobile,10,juillet,60,1,-1,0,inconnu,no
29,administratif,marié,secondaire,non,795,oui,oui,mobile,10,juillet,270,2,-1,0,inconnu,no
46,ouvrier,marié,secondaire,oui,-319,non,oui,mobile,10,juillet,502,2,-1,0,inconnu,no
49,retraité,marié,primaire,non,192,non,non,mobile,10,juillet,227,1,-1,0,inconnu,no
25,ouvrier,célibataire,primaire,non,2483,non,non,mobile,10,juillet,1499,3,-1,0,inconnu,yes
37,domestique,célibataire,primaire,non,199,oui,non,mobile,10,juillet,186,1,-1,0,inconnu,no
58,technicien,marié,secondaire,non,201,non,non,mobile,10,juillet,82,5,-1,0,inconnu,no
37,sans emploi,célibataire,supérieur,oui,0,oui,non,mobile,10,juillet,108,1,-1,0,inconnu,no
30,technicien,marié,supérieur,non,1338,oui,oui,mobile,10,juillet,81,6,-1,0,inconnu,no
34,service,marié,secondaire,non,80,non,oui,mobile,10,juillet,240,1,-1,0,inconnu,no
50,service,marié,secondaire,oui,892,oui,non,mobile,10,juillet,189,1,-1,0,inconnu,no
41,entrepreneur,divorcé,supérieur,non,958,non,non,mobile,10,juillet,72,1,-1,0,inconnu,no
50,ouvrier,marié,primaire,non,888,non,oui,téléphone,10,juillet,160,3,-1,0,inconnu,no
44,administratif,célibataire,secondaire,non,-101,oui,non,mobile,10,juillet,99,1,-1,0,inconnu,no
52,ouvrier,célibataire,supérieur,oui,-517,non,oui,mobile,10,juillet,340,1,-1,0,inconnu,no
29,service,marié,secondaire,non,3,oui,non,mobile,10,juillet,183,1,-1,0,inconnu,no
49,ouvrier,marié,secondaire,non,0,non,oui,téléphone,10,juillet,564,2,-1,0,inconnu,no
54,technicien,divorcé,secondaire,non,136,non,oui,mobile,10,juillet,151,4,-1,0,inconnu,no
46,ouvrier,marié,primaire,non,44,non,oui,mobile,10,juillet,90,9,-1,0,inconnu,no
30,technicien,marié,supérieur,non,91,non,non,mobile,10,juillet,363,2,-1,0,inconnu,no
48,technicien,marié,secondaire,non,454,oui,non,mobile,10,juillet,114,1,-1,0,inconnu,no
49,technicien,marié,supérieur,non,2568,oui,non,mobile,10,juillet,192,1,-1,0,inconnu,no
30,technicien,célibataire,secondaire,non,-156,non,oui,mobile,10,juillet,119,2,-1,0,inconnu,no
37,administratif,divorcé,secondaire,non,859,oui,oui,mobile,10,juillet,154,4,-1,0,inconnu,no
29,ouvrier,célibataire,secondaire,non,8079,non,oui,mobile,10,juillet,171,1,-1,0,inconnu,no
41,ouvrier,marié,primaire,non,407,oui,oui,téléphone,10,juillet,387,2,-1,0,inconnu,no
35,service,marié,secondaire,non,501,oui,oui,mobile,10,juillet,223,8,-1,0,inconnu,no
35,service,marié,secondaire,non,63,non,oui,mobile,10,juillet,480,4,-1,0,inconnu,no
45,ouvrier,marié,primaire,non,1145,non,non,téléphone,10,juillet,156,7,-1,0,inconnu,no
49,ouvrier,marié,primaire,non,305,oui,oui,téléphone,10,juillet,834,10,-1,0,inconnu,no
51,indépendant,marié,supérieur,non,126,oui,non,mobile,10,juillet,412,1,-1,0,inconnu,no
45,retraité,marié,primaire,non,-24,non,non,mobile,10,juillet,164,5,-1,0,inconnu,no
42,ouvrier,marié,primaire,non,-404,oui,oui,mobile,10,juillet,562,1,-1,0,inconnu,no
41,ouvrier,marié,primaire,non,362,non,non,mobile,10,juillet,326,5,-1,0,inconnu,no
27,étudiant,célibataire,secondaire,non,106,oui,non,téléphone,10,juillet,127,1,-1,0,inconnu,no
36,ouvrier,marié,secondaire,non,576,oui,non,mobile,10,juillet,290,2,-1,0,inconnu,no
46,technicien,marié,secondaire,non,278,oui,non,mobile,10,juillet,185,1,-1,0,inconnu,no
